MinTemp,MaxTemp,Lluvia,Evaporacion,Sol,VelRafaga,Vel9am,Vel3pm,Hum9am,Hum3pm,Pres9am,Pre3pm,Nub9am,Nub3pm,Temp9am,Temp3pm,LluviaHoy,LluviaMan,Koppen,Estacion
8.6,16.8,0,4.2,5.1,48,26,31,84,78,1015.3,1015.2,8,4,13.4,16,No,Yes,Temperate,Primavera
16.3,22,0,4,9.2,41,19,24,69,80,1021.4,1018.5,5,5,20.8,20.2,No,No,Subtropical,Otoño
21.4,27.6,4.4,4.2,6.3,43,17,20,76,73,1016.8,1014.1,4,5,24.6,25.4,Yes,Yes,Temperate,Otoño
22.8,32.8,0,8.6,8.9,74,20,50,67,49,1008.8,1000.7,8,1,25.4,32.3,No,No,Subtropical,Verano
14.5,23.4,0,5.8,8.1,37,11,15,55,56,1012,1013.3,7,7,21.2,21,No,No,Subtropical,Primavera
14.3,18.7,2.6,3,10.4,37,20,24,49,69,1022.4,1021.1,2,5,16.9,15.2,Yes,Yes,Subtropical,Primavera
7.1,17.5,0,3.2,8,48,20,17,50,42,1019.9,1018.5,1,7,11.9,15.8,No,No,Subtropical,Invierno
10.9,20.9,0,6.6,10.3,61,31,30,42,31,1018.1,1015.7,1,1,16,19.2,No,No,Subtropical,Otoño
23.1,28.2,0,4.8,7.6,54,22,24,90,77,1014.3,1013.8,7,6,24.7,26.8,No,No,Subtropical,Verano
14,25.2,0,5,10.5,26,7,15,65,56,1018.6,1015.1,1,2,20.4,23.1,No,No,Subtropical,Primavera
11.6,25.3,4.2,3.4,6.8,31,20,17,66,42,1021,1017.6,7,2,18.2,24.6,Yes,No,Temperate,Otoño
9.2,18.7,0,4.8,9.9,46,13,20,40,43,1014.6,1012.9,1,1,15.8,17.1,No,No,Subtropical,Invierno
6.6,22.6,0,11,8.2,43,31,20,33,21,1017.1,1013.5,1,7,17.5,21.8,No,No,Grassland,Primavera
22.3,25,0,7.4,7.2,57,26,33,83,76,1019.7,1018.5,3,7,22.9,24.1,No,No,Subtropical,Otoño
24.4,34.1,0,4.8,10.3,35,6,13,79,38,1012.3,1008.9,3,3,28.3,33.9,No,No,Temperate,Otoño
15.4,21.2,0,3.8,7.1,41,9,24,69,67,1029.7,1024.8,7,5,18.7,20.1,No,No,Subtropical,Primavera
2.7,22,0,6.8,11.3,28,13,13,53,32,1022.6,1019.9,0,2,14.7,20.9,No,No,Subtropical,Primavera
16.4,25.2,1.4,1.6,6.7,33,9,20,82,65,1012,1011.2,6,4,21.4,23.9,Yes,No,Subtropical,Otoño
16.8,20.9,50.6,4.2,8.2,61,20,22,80,67,1009.6,1008.2,3,2,18.9,19.9,Yes,Yes,Subtropical,Invierno
8.9,18.3,0,2.4,0,37,4,24,83,60,1020.5,1020,7,7,12.2,17,No,No,Temperate,Otoño
14.8,17,8,4.4,0.8,56,31,15,93,67,1020.3,1019,8,7,15.2,16,Yes,No,Subtropical,Invierno
17.5,28.7,0,9.8,1.5,31,15,4,64,40,1009.3,1005,7,7,20.9,28.1,No,No,Subtropical,Otoño
21.3,32.5,29.2,11.2,6.5,85,11,15,82,52,1010.3,1007.1,7,5,26,32,Yes,No,Temperate,Primavera
24.3,32.2,17.6,5.6,7.1,44,11,22,84,72,1009,1005.9,4,6,26,30.1,Yes,No,Temperate,Verano
14.3,16.8,0,4,4.2,41,26,20,69,56,1029.6,1029,7,7,14.9,15.6,No,No,Subtropical,Primavera
19.1,29.8,0,6,10.6,33,13,24,63,60,1015.5,1011.2,1,2,25.9,27.9,No,No,Temperate,Otoño
11.7,20.5,0.4,6,8.4,57,24,33,65,44,1013.1,1014.4,7,7,18.1,19.5,No,Yes,Subtropical,Primavera
23.7,32.8,7.4,3.4,9.2,39,19,20,86,51,1012,1009.4,7,3,26.4,32.6,Yes,No,Temperate,Otoño
16.5,28.6,0,9,10.3,30,7,17,57,63,1020.5,1017.6,2,4,25.9,25.5,No,No,Subtropical,Primavera
20.4,30,6.8,4.6,8.5,41,7,24,91,41,1003.2,1002.3,8,2,23.2,28.5,Yes,No,Subtropical,Otoño
10.1,16.8,2,3.2,4,46,15,30,60,55,1013.3,1013.5,7,7,12.9,16.1,Yes,No,Temperate,Primavera
4.2,21.5,0,2.8,9.4,48,11,24,54,29,1016.7,1012,1,0,13.3,20.3,No,No,Temperate,Otoño
10,31.2,0,7.4,11.4,33,11,13,35,17,1017.3,1012.9,0,0,21.6,30.1,No,No,Grassland,Otoño
21.1,36.3,0,7,9,81,11,15,57,25,1018,1013.9,7,6,23.7,35.5,No,No,Subtropical,Otoño
17.3,27.2,0,4,11.1,46,9,30,68,49,1022.3,1019.8,1,1,22.4,25.7,No,No,Subtropical,Otoño
15.2,35.3,0.8,8.2,11.2,50,7,20,93,22,1011,1009.8,6,1,18.8,33.8,No,No,Temperate,Verano
24.6,33,0,7,8.4,37,9,20,74,58,1010.5,1006.4,5,4,27.9,31,No,No,Temperate,Otoño
20.4,37.3,0,13.6,13.5,37,20,6,47,18,1019.5,1013.8,0,1,25.8,34.1,No,No,Subtropical,Verano
13.6,26.1,0,4,11,22,6,13,67,62,1020.3,1017.4,1,1,22.2,25.2,No,No,Temperate,Invierno
9.5,23.1,0,5,11.1,44,17,13,52,28,1030,1025.9,0,0,15.2,22.5,No,No,Subtropical,Primavera
-0.8,15.6,0,2,5.6,17,4,13,83,57,1028.3,1024.3,4,6,5.2,13.6,No,No,Temperate,Invierno
21.8,31,0,5.6,11.3,28,9,20,71,65,1008.7,1005.3,6,7,27.4,30.3,No,No,Temperate,Verano
9.7,19.5,0,3.8,9.4,50,17,24,53,40,1016.8,1017.4,1,1,14.3,18.8,No,No,Subtropical,Invierno
6.1,25.7,0,5,10.7,30,15,17,30,12,1022.5,1019.2,1,7,15.7,24.6,No,No,Grassland,Primavera
9.4,20.3,0.6,1.6,6.1,50,9,24,94,68,1020,1017.5,4,3,12.8,18.8,No,Yes,Subtropical,Invierno
2.6,17.6,0,5.2,10.3,52,13,24,76,42,1014.1,1013,3,6,10.6,16.2,No,No,Temperate,Primavera
9.3,20.7,0,3.2,7.9,31,20,13,70,33,1019.4,1015.8,4,2,10.5,20.2,No,No,Subtropical,Invierno
13.6,22.8,0,5.4,11,41,17,20,86,47,1010.8,1008.1,6,3,16.9,21.8,No,Yes,Temperate,Verano
12,18.9,20.4,3.6,2.9,50,20,28,75,42,1011.6,1010.9,7,6,12.9,17.6,Yes,No,Temperate,Otoño
9.6,32.2,0,6.2,12.1,28,17,13,50,19,1017,1012.2,1,2,20.5,31.3,No,No,Temperate,Primavera
15.2,28.7,0,5.8,11.1,33,22,6,62,38,1015.3,1011.1,6,7,21.1,27.7,No,No,Subtropical,Verano
11.5,18.3,0,1,1.2,24,11,11,76,70,1029.6,1025.7,7,7,14.9,17.8,No,No,Subtropical,Invierno
10.8,17.5,1.4,0.8,5.9,41,11,13,72,57,1000.7,1003.2,3,6,14.4,16.9,Yes,No,Temperate,Invierno
16.6,21.6,0,3.6,1.2,31,17,20,90,72,1021.4,1021,8,8,17.1,20.8,No,No,Temperate,Otoño
18.7,24.9,0,5.8,12.1,35,17,22,72,67,1019.6,1019.4,2,3,22.7,23.7,No,Yes,Subtropical,Verano
13.6,17.8,4.4,2.2,2.6,41,19,28,90,71,1034.3,1031.9,7,7,15.3,16.6,Yes,Yes,Subtropical,Invierno
19.2,24.3,0,9.4,1.5,54,19,28,34,31,1011.2,1009.6,7,7,19.8,23,No,No,Subtropical,Primavera
15.9,23.4,0,4.8,12.9,30,15,17,65,62,1018.7,1017.7,4,1,20.7,21.7,No,No,Subtropical,Verano
14.4,25.9,0,3.4,9.1,19,6,9,71,55,1022.3,1018.6,1,2,19.2,23,No,No,Subtropical,Invierno
5.3,20.8,0,2.8,8.3,28,19,11,59,32,1024.4,1019.5,6,7,12.5,20.8,No,No,Subtropical,Invierno
8.1,22.9,0,2,9.8,30,15,19,41,30,1018.8,1015,0,0,16.2,22.4,No,No,Subtropical,Invierno
23.3,33,0,9.2,12.4,31,15,15,60,45,1010.2,1007.3,3,1,28.9,31.8,No,No,Temperate,Verano
18.9,26.3,0,3,8.8,31,13,24,82,70,1017.5,1015,1,7,21.3,25.1,No,No,Subtropical,Otoño
23.2,36.6,0,11.4,10.2,41,17,19,21,15,1014.2,1010.2,2,6,28.4,35.8,No,No,Grassland,Verano
9.5,20.9,2,1.8,9.9,22,7,7,86,44,1018.8,1017.2,1,1,13.2,20.1,Yes,No,Temperate,Invierno
6.2,14.1,0.4,1.6,5,24,13,11,87,69,1025.3,1021.6,8,4,8.6,12.2,No,No,Temperate,Otoño
18,33.6,0,10.4,8.4,56,30,24,45,31,1025.1,1021.7,5,3,24.2,32.3,No,No,Desert,Otoño
24.2,29.1,61.8,3.4,1.3,28,13,9,89,92,1005.9,1002.8,7,7,26.6,27,Yes,Yes,Temperate,Otoño
24.7,31.5,0,8,8.2,41,15,17,74,61,1013.4,1009.9,7,2,27.3,29.8,No,No,Temperate,Primavera
7.3,13.7,2.2,1.6,3,80,33,33,81,78,1020.9,1016.7,6,7,11.1,11.7,Yes,No,Temperate,Invierno
19.1,27,0,8,3.1,26,6,13,61,57,1015.3,1012.5,7,7,24.6,25.8,No,Yes,Subtropical,Verano
17.8,24,0,6.2,1.2,57,7,20,58,68,1011.7,1009.8,7,7,20.5,18.3,No,Yes,Subtropical,Primavera
6.6,22.2,0,4,10.1,19,6,9,58,37,1022.4,1018.3,1,1,13.4,21.4,No,No,Subtropical,Invierno
12.3,22.3,3.6,7,10.5,39,15,15,39,23,1018,1016.4,0,0,15.4,21.8,Yes,No,Subtropical,Invierno
0.5,19.5,0,4.4,10.9,37,6,20,57,38,1023.7,1020.5,0,1,12.5,18.9,No,No,Temperate,Primavera
22.9,31.4,0,9.6,1.5,56,11,39,45,76,1005.7,1007,6,7,29.9,23.1,No,No,Subtropical,Verano
23.8,28.3,22.8,4.8,2.7,24,9,13,96,74,1013,1010,8,7,23.9,27.7,Yes,Yes,Temperate,Primavera
7.5,24.8,0,3,8.4,20,6,9,99,48,1030.3,1026.7,3,7,9.8,23.7,No,No,Temperate,Otoño
1.7,17.5,0,1.2,8.8,31,7,22,76,27,1023.7,1019.8,1,6,9.1,15.9,No,No,Subtropical,Invierno
19.5,43,0,14.6,11,52,33,17,7,4,1005.3,1000.7,0,5,37.2,42.2,No,No,Grassland,Primavera
11.5,30.6,0,7,11.3,41,9,22,45,19,1013.1,1011.1,0,1,18.8,29.5,No,No,Temperate,Otoño
20,30.8,15.4,5.8,5.1,54,17,9,93,53,1013.9,1009.4,7,7,20.8,30.2,Yes,No,Grassland,Otoño
8.2,18.3,0.2,1.8,7.5,31,13,20,91,63,1024.4,1022.1,5,2,12.2,17.1,No,No,Subtropical,Invierno
21.5,40,0,16,11.9,37,15,15,33,25,1005.6,1002.4,2,5,31.1,35.9,No,No,Subtropical,Verano
13.4,17.8,1,2.6,7.2,39,19,20,55,52,1026.7,1025,5,2,15.3,16.6,No,No,Subtropical,Invierno
22.4,22.6,0,13,1.6,50,24,19,78,71,1017.4,1019.6,7,8,22.5,19.8,No,No,Temperate,Verano
17.2,24.4,0,12.8,5.9,61,24,22,27,55,1003,1006.3,7,2,24.3,19.5,No,Yes,Temperate,Primavera
14.6,23.6,11.6,1.2,8.5,59,33,41,71,59,1008.4,1007.7,2,6,19.6,21.6,Yes,Yes,Subtropical,Otoño
10.1,23.2,0,3,8.1,61,28,35,68,43,1021.6,1015.5,1,5,15.1,22.3,No,No,Temperate,Primavera
6.7,24.3,0,5,10.5,33,6,19,70,47,1017,1013.4,3,5,16.4,23.2,No,No,Temperate,Verano
5.4,18.4,0,2.4,6.4,26,4,13,75,49,1019.5,1017.7,7,6,10.7,17.6,No,No,Temperate,Otoño
13.5,27.2,0,4,6.2,30,17,9,85,50,1020.8,1018.9,8,7,15.8,24,No,No,Temperate,Otoño
8,13.8,0,3.4,0.1,28,13,13,68,89,1027.1,1024.1,7,8,11.4,12.9,No,Yes,Subtropical,Invierno
26.7,33.5,0,6.8,8.5,31,13,22,69,56,1009.6,1005.6,7,8,29.7,32.8,No,No,Temperate,Primavera
12.9,19,0,8.4,8.6,35,7,19,80,53,1021.4,1021.6,7,2,13.8,17.6,No,No,Temperate,Primavera
11.3,21.4,0,8.8,11,37,11,24,64,61,1018,1016.5,5,4,18.3,19.6,No,No,Temperate,Verano
5.9,19.9,0,5,6.3,20,4,11,64,31,1022.9,1020.7,5,2,11.4,18.9,No,No,Temperate,Invierno
8.8,26.5,0,6,11.6,41,7,20,72,30,1022.6,1019.8,2,6,15.9,25.7,No,No,Temperate,Verano
5.2,15.4,4.2,3.4,8.5,72,13,26,85,54,1019.2,1018.1,7,2,8.3,15.1,Yes,No,Temperate,Invierno
19.1,25.4,4.6,6,0.2,31,11,15,99,90,1010.3,1010,7,7,22.1,20.8,Yes,Yes,Temperate,Verano
12.9,29.2,0,8,12.5,59,41,33,38,26,1026.5,1022.7,0,1,20.7,28.6,No,No,Temperate,Primavera
6.8,12.5,3.2,1.4,4.2,48,20,31,99,70,1022.6,1020.5,8,6,8.6,12.1,Yes,Yes,Temperate,Invierno
21.2,36.3,0,8,10.7,46,13,19,51,6,1015.2,1010.2,4,6,28.3,35.1,No,No,Temperate,Primavera
7.7,15.3,4.8,0.6,9.5,46,19,19,79,38,1026.6,1024.7,1,3,10.2,15.1,Yes,No,Subtropical,Invierno
22.6,32,0.2,9.6,7.1,48,11,30,75,59,1016.9,1013.7,6,6,26,29.6,No,No,Temperate,Otoño
9.3,29,0,7.4,11,28,4,9,21,11,1018.8,1014.1,1,0,19.4,28.2,No,No,Grassland,Otoño
11.4,22.5,0,13.2,9.7,57,20,26,56,30,1014.5,1012.5,0,1,14.1,21.3,No,No,Desert,Otoño
11.4,24.4,0,6.6,12.1,37,15,19,55,38,1015.8,1013.2,7,2,15.6,23.1,No,No,Temperate,Primavera
15.5,20.9,3.4,3.2,4.2,76,26,24,58,62,1008.3,1008.3,4,4,19.4,18.6,Yes,Yes,Subtropical,Otoño
18.8,37.7,0,12,12.1,54,15,26,17,8,1010.3,1006.7,0,1,29.9,36.8,No,No,Grassland,Verano
25.8,31.4,0,7.4,2.5,35,20,19,75,72,1011.8,1009.2,8,7,28.5,30,No,No,Temperate,Otoño
24.1,28.4,42,4.2,0,63,28,31,91,94,1005.3,1002.5,7,8,25.7,26.2,Yes,Yes,Temperate,Verano
12.6,16.9,0.8,4.2,8.7,52,30,20,69,64,1019.1,1018.6,3,5,15.4,15.7,No,Yes,Subtropical,Invierno
6.9,21.2,0.2,3.4,8.8,35,15,2,61,34,1019,1016.2,5,6,13.8,19.6,No,No,Temperate,Otoño
24.1,29.7,5.8,4.6,4.6,33,19,19,79,78,1009.9,1008.2,4,5,27.6,28.3,Yes,Yes,Temperate,Verano
11.6,17.3,0,3,0.2,31,9,9,80,79,1017.5,1012.7,7,8,13,17.1,No,No,Subtropical,Invierno
20.7,26.3,0.6,19.4,5.1,54,22,6,63,71,1005.7,1007.2,8,8,22.7,22.2,No,Yes,Desert,Primavera
22.1,31.7,0,7.6,11.9,30,15,17,58,54,1012.1,1009.6,1,7,29.1,29.8,No,No,Temperate,Verano
22.8,32.6,0,11.2,6.6,67,15,35,64,51,1009.8,1005.3,4,7,27.2,29.2,No,Yes,Subtropical,Verano
19.5,35.1,0,9.8,11.8,48,17,17,56,32,1015,1010.9,7,6,25.4,33.2,No,No,Subtropical,Verano
14.1,30.7,0,11,13.1,61,33,30,40,34,1014.2,1010.1,0,1,21.7,28,No,No,Subtropical,Verano
17.9,35.3,0,10.6,11,57,28,17,34,14,1021.4,1016.4,1,1,24,34.3,No,No,Subtropical,Primavera
11.1,24.9,0.2,0.6,9.3,54,9,15,62,32,1018.3,1013.3,2,4,17.4,22.7,No,No,Subtropical,Primavera
12,21.3,0.2,5.2,7.5,70,33,43,72,69,1007.6,1006.1,8,8,15.9,18.9,No,Yes,Temperate,Verano
19.9,34.5,0,11.2,13.2,56,24,17,45,24,1011.5,1009.2,2,1,25.6,33.8,No,No,Subtropical,Verano
12.5,30.4,0,6,10.8,48,22,26,67,25,1018.8,1014.1,1,2,17.3,28.5,No,No,Temperate,Verano
11.3,26.3,0,6.6,12.2,33,19,9,59,30,1028.9,1023.4,1,3,17.7,24.6,No,No,Subtropical,Primavera
16.3,24,0,5.4,1,28,7,15,65,59,1016.7,1014.8,7,7,19.3,22.9,No,No,Subtropical,Otoño
17.8,27.6,0,4.2,5.4,33,15,19,66,61,1015,1013.1,7,7,22.7,25.5,No,No,Temperate,Invierno
17.8,28.5,12.2,6.8,6.8,52,17,30,95,55,1009.5,1005.6,7,3,18.4,26.6,Yes,Yes,Temperate,Verano
12.1,25,0,5.4,10.4,43,28,26,49,30,1020.8,1017.3,1,0,18.9,24.4,No,No,Subtropical,Otoño
4.6,10.6,1.6,3.2,8.1,61,22,7,60,73,1022.9,1026.9,5,2,7,7.7,Yes,No,Temperate,Primavera
12.6,27.2,0,5.8,11.9,39,11,24,75,48,1018.9,1018.5,2,1,16,26.6,No,No,Temperate,Verano
16.6,29.6,0,4.2,10.3,39,9,24,57,48,1017.9,1015.4,1,1,23.7,27.8,No,No,Subtropical,Otoño
17.8,32.2,0,9,12.9,67,33,19,44,21,1015,1011.9,1,1,22.4,31.4,No,No,Subtropical,Verano
11.5,25.9,0,5.8,11.1,69,46,19,54,30,1023,1018.9,1,2,17.3,25.4,No,No,Subtropical,Primavera
11.7,27.5,0,9.4,13.5,35,19,9,39,26,1023.3,1020.5,4,1,17.6,25.4,No,No,Temperate,Verano
9.3,22.5,0,2.6,6.7,61,28,43,75,33,1013,1005.4,5,5,11.9,20.9,No,Yes,Desert,Invierno
11.9,25.4,0,4,10.8,19,7,4,51,31,1023.4,1019.5,1,1,18.8,25.1,No,No,Subtropical,Primavera
13,19,0,5.2,8.4,44,24,30,55,52,1022.1,1019.7,7,6,17,18,No,No,Subtropical,Primavera
17.2,23.5,3.2,3.8,1.1,63,33,15,78,89,1016.2,1012.1,8,8,20,19.2,Yes,Yes,Subtropical,Primavera
2.3,16.1,0,1.2,5.3,39,17,17,77,49,1014.8,1009,6,7,9.4,14.3,No,Yes,Temperate,Invierno
11.5,26.8,0,3.6,6.6,17,6,4,100,48,1019.9,1016,6,7,13.1,25.7,No,No,Temperate,Otoño
16.2,30.8,0,7.2,10.4,35,13,22,51,29,1020.9,1018.6,1,5,21.7,28.6,No,No,Subtropical,Otoño
11,22,0,7.8,3.4,94,20,54,97,34,1006.2,996.1,7,7,14.6,21,No,Yes,Temperate,Verano
10.4,16,0,2,1,41,13,19,85,90,1015.1,1009.7,7,6,11.6,15.8,No,Yes,Subtropical,Invierno
8.4,12.9,0.2,0.6,1.9,28,7,15,72,87,1026,1024.3,7,8,10.3,11.4,No,No,Temperate,Otoño
18.8,25.9,5.4,2.6,8.5,46,28,33,79,58,1022,1019.5,7,3,22.1,24.4,Yes,No,Temperate,Invierno
20,31.1,0,10.4,3,30,7,6,31,31,1013.4,1012.7,7,6,23.1,29.3,No,No,Temperate,Otoño
23.8,31.7,3.6,5,7.8,28,7,13,69,70,1010.7,1007.7,6,4,28.9,30.2,Yes,No,Temperate,Verano
12.7,32,0,9.6,9.3,63,24,30,55,30,1009.3,1004.2,6,4,20.2,29.7,No,Yes,Temperate,Otoño
16.5,26.7,0,12.8,10.2,50,11,19,75,37,1011.5,1008.7,7,1,17.7,26.4,No,No,Temperate,Verano
13.2,23.4,0,2.2,9.9,26,7,9,64,33,1021.3,1018.4,1,0,18,22.8,No,No,Subtropical,Invierno
9.4,20.8,0.4,2.6,11.3,59,22,26,65,46,1028.8,1027.2,1,1,16.1,19.8,No,No,Temperate,Otoño
25.8,36.2,0,7,11.3,41,19,28,62,38,1011.6,1007.2,2,4,30.5,34.5,No,Yes,Temperate,Primavera
10.7,20.6,0,3.4,7.2,52,31,26,54,29,1025.7,1021.9,4,5,13.4,19.6,No,No,Subtropical,Invierno
16.2,20.6,11.8,0.8,0.4,20,11,11,100,84,1018,1015.5,8,8,17.2,20.2,Yes,No,Temperate,Otoño
1.1,12.9,0.6,2,1.7,19,11,7,83,51,1024.7,1022.6,7,7,5.6,12.5,No,No,Temperate,Otoño
6.9,13.1,2.2,1.4,1.6,24,6,13,99,81,1031.4,1030.8,8,7,8.9,12.2,Yes,No,Temperate,Invierno
11.9,15.4,0.4,2.6,2.7,22,9,11,71,61,1026.7,1025.8,6,8,12.9,13.9,No,No,Temperate,Otoño
4.8,16.3,0,1.4,3.5,43,13,7,96,76,1015.5,1011,6,6,9.2,15.1,No,No,Subtropical,Invierno
10.1,18.5,11.4,2.8,1.2,35,7,7,91,87,1023,1019.2,8,7,13.3,16.5,Yes,Yes,Temperate,Otoño
12.6,18.8,0.2,2.2,7.3,26,11,13,46,43,1018.7,1015.9,7,1,14.8,17.7,No,No,Subtropical,Invierno
17.6,35.8,0,8,10.7,35,17,17,51,16,1014.6,1011.5,3,0,21.3,34.3,No,No,Grassland,Otoño
6.7,19.1,0,2.8,9,37,7,30,83,63,1027.1,1020.8,6,7,13.2,18.2,No,No,Temperate,Otoño
17.7,23.8,40.8,2.2,8.7,39,7,17,81,80,1010.7,1009.9,3,7,22.1,21.2,Yes,Yes,Subtropical,Otoño
25.4,32.7,8.6,5.8,3.7,35,6,22,77,59,1012,1008.3,7,4,28.4,32.3,Yes,No,Temperate,Primavera
7.5,11.5,1.6,2.8,1.5,46,15,26,93,69,1013,1010,7,7,7.9,10.7,Yes,Yes,Temperate,Invierno
12.4,23.4,0,3.2,5.5,19,7,9,48,41,1019.6,1015.5,6,6,16.6,22.8,No,No,Subtropical,Invierno
5.2,15.6,1.8,4.2,8.7,48,7,17,76,38,1027.4,1027.6,1,4,9.7,14.9,Yes,No,Subtropical,Invierno
5.8,13.3,4,1.6,1.6,52,31,20,86,87,1018.3,1019.5,8,7,10.1,10.8,Yes,Yes,Temperate,Otoño
7.1,18.4,0,2.6,4.9,31,6,19,79,51,1020.8,1019,7,5,10.2,17,No,No,Temperate,Primavera
24.5,34.8,5.4,12.6,10.4,33,17,20,59,34,1012.3,1008.9,2,1,30.5,34.6,Yes,No,Temperate,Primavera
22.9,38.3,0,14.2,1.8,94,20,35,30,57,1004.4,1006.9,7,7,29.5,26,No,Yes,Temperate,Primavera
4.2,16.7,0,1,7.5,17,7,4,100,56,1025.2,1023.1,3,4,5.5,16.3,No,No,Temperate,Invierno
10,22,0,3,7.7,39,20,19,73,52,1022.3,1019,1,6,13.7,20.8,No,Yes,Temperate,Invierno
20.7,33.4,0,6,11.3,44,17,13,54,32,1017.4,1015.3,1,4,25.8,31.8,No,No,Subtropical,Verano
21.8,31.7,0,9,12.8,31,11,17,54,50,1014.2,1011.9,2,1,28.6,30.3,No,No,Subtropical,Verano
19.7,24.4,0.2,6.4,8.5,50,28,30,73,66,1023.6,1021.5,2,2,22,23.6,No,No,Subtropical,Otoño
14,19.9,0,6,1.3,39,17,13,80,96,1018.2,1017.1,8,7,14.9,15.1,No,Yes,Grassland,Primavera
4,15.7,0,2.6,1,48,20,26,68,54,1024,1024.6,7,7,8.4,14.3,No,Yes,Subtropical,Invierno
14.6,21.8,0.2,11.2,10.3,44,20,22,65,43,1013.3,1015,7,2,16.9,20.7,No,No,Temperate,Verano
7.7,29.2,0,8.2,10,28,15,11,70,14,1016.8,1015,1,1,14,27.2,No,No,Grassland,Primavera
10.5,28,0,5.4,10.1,26,13,7,65,32,1018.8,1016.7,1,2,15.4,27.4,No,No,Temperate,Otoño
22.7,32,2.8,7,8.4,39,9,17,73,61,1014.8,1011.4,6,3,28.9,31.3,Yes,Yes,Temperate,Otoño
15.4,41.6,0,10.8,12.4,39,9,19,13,7,1013.2,1010.9,2,4,33.7,39.5,No,No,Temperate,Verano
7.1,13.4,0.2,2.4,5.7,48,13,30,69,64,1031.1,1030.1,8,7,10.1,12.1,No,No,Temperate,Primavera
10.1,29.4,0,6.6,7.1,61,28,30,19,6,1012.3,1007.3,7,1,19.3,28.9,No,No,Grassland,Primavera
6.4,27.9,0.2,3.4,9.7,72,24,24,40,27,1008.6,1000.7,2,5,20.5,27.4,No,Yes,Temperate,Primavera
3.2,15.8,0,2.4,4.9,33,11,13,78,45,1037.7,1035.9,8,2,9.6,15,No,No,Temperate,Invierno
20.6,34.9,0,9.8,6.2,54,11,15,58,33,1011.8,1009.8,6,7,25,32.1,No,Yes,Subtropical,Verano
17.5,31,0.6,10.2,7.8,44,7,31,62,47,1010.9,1009.7,1,6,23.6,28.4,No,No,Temperate,Verano
20.3,28.8,0,10,10.6,44,22,33,57,58,1020.4,1016.8,1,4,25.3,26.1,No,No,Temperate,Primavera
4.7,17.5,0,3.6,11,37,6,24,82,50,1022.1,1019.7,3,5,12.4,16.6,No,No,Temperate,Primavera
23,34,0,4.8,11.4,33,6,24,61,58,1012.7,1008.6,0,1,28.7,31.8,No,Yes,Temperate,Primavera
8.9,13.2,0.6,1.8,1.7,37,17,24,59,60,1022.5,1022,8,7,10.6,11.3,No,No,Temperate,Invierno
21.7,33.2,25.2,5,8.5,28,6,13,64,59,1014.4,1010,6,6,27.9,30.1,Yes,No,Subtropical,Verano
2.7,16.4,0,5,8.2,33,13,13,62,33,1023,1019.5,7,5,8.4,15.4,No,No,Grassland,Otoño
16.2,23.3,7.2,3.4,2.9,28,6,7,79,87,1020,1016.2,6,7,21.4,19.7,Yes,Yes,Subtropical,Primavera
10.3,21.8,0,7,9.7,37,2,24,67,54,1014.3,1014.8,3,4,18.4,19.6,No,No,Subtropical,Primavera
6,11.5,4,1.2,0.9,33,15,13,95,76,1020.5,1020.2,8,7,6.4,10.3,Yes,No,Temperate,Invierno
25.6,32.3,5.2,6.8,8.5,35,2,17,84,67,1008.5,1006.2,3,2,28.3,31.9,Yes,Yes,Temperate,Otoño
20.5,33.7,0,13,11.6,48,24,13,48,33,1013.8,1012.2,3,2,24.8,30.8,No,No,Subtropical,Verano
18.9,32.2,0,7.4,10.8,43,15,17,69,19,1017,1012.8,1,1,23.7,31.4,No,No,Temperate,Invierno
11.3,28,0.2,5.2,13.4,43,20,26,38,49,1002.9,1004.7,0,1,22.6,24.4,No,No,Temperate,Verano
7.8,20.6,0,1.6,7.3,37,24,20,60,36,1029.9,1024.6,7,3,12,20.2,No,No,Subtropical,Invierno
22.1,32.7,6.6,6.4,7.2,35,9,15,73,56,1005.5,1002.3,7,6,29.3,31.9,Yes,Yes,Temperate,Verano
19.7,28.2,3.8,4.4,5,61,15,33,95,70,1011.9,1007,7,3,20.4,26.9,Yes,Yes,Subtropical,Verano
9.9,17.9,0.4,3.4,4.8,30,11,17,94,63,1015.4,1013.1,8,7,12,17.1,No,No,Temperate,Primavera
24.4,32.4,2,3.6,8.3,31,6,22,75,65,1004.2,1001.4,6,7,29.5,31.4,Yes,No,Temperate,Verano
10.1,16.2,0,4,4.3,69,26,31,65,49,1009.2,1003.1,5,2,11.3,15.8,No,No,Temperate,Invierno
11.4,19.5,0.2,6.2,9.6,24,15,13,91,72,1022.7,1022.4,3,5,16.6,17.9,No,No,Temperate,Otoño
10.3,27.7,0,6.6,10.5,48,17,9,39,13,1019.2,1014.1,1,1,17.3,25.7,No,No,Temperate,Primavera
25.4,29.3,0,16,2.4,39,4,11,38,86,1008.6,1011.1,7,8,28.8,18.9,No,Yes,Temperate,Verano
16.8,25.9,0,4.8,10.6,35,24,13,49,40,1014.5,1009.6,0,1,20.1,25.7,No,No,Temperate,Invierno
20.4,29.1,1.8,9.6,7.1,56,39,35,64,57,1021,1018,6,7,25.1,26.3,Yes,No,Temperate,Primavera
14.8,20.9,0,2,10,35,11,15,58,45,1011.5,1008.5,1,1,17.5,20.7,No,No,Subtropical,Invierno
